name|split
S001639_P0004_T00|train
S001639_P0005_T00|train
S001640_P0000_T00|train
S001640_P0004_T00|train
S001640_P0005_T00|train
S001642_P0000_T00|train
S001642_P0004_T00|train
S001642_P0005_T00|train
S001643_P0000_T00|train
S001643_P0004_T00|train
S001643_P0005_T00|train
S001644_P0000_T00|train
S001644_P0004_T00|train
S001644_P0005_T00|train
S001645_P0000_T00|train
S001645_P0004_T00|train
S001645_P0005_T00|train
S001646_P0000_T00|train
S001646_P0004_T00|train
S001646_P0005_T00|train
S001647_P0000_T00|train
S001647_P0004_T00|train
S001647_P0005_T00|train
S001648_P0000_T00|train
S001648_P0004_T00|train
S001648_P0005_T00|train
S001649_P0000_T00|train
S001649_P0004_T00|train
S001649_P0005_T00|train
S001650_P0000_T00|train
S001650_P0004_T00|train
S001650_P0005_T00|train
S001651_P0000_T00|train
S001651_P0004_T00|train
S001651_P0005_T00|train
S001652_P0000_T00|train
S001652_P0004_T00|train
S001652_P0005_T00|train
S001653_P0000_T00|train
S001653_P0004_T00|train
S001653_P0005_T00|train
S001654_P0000_T00|train
S001654_P0004_T00|train
S001654_P0005_T00|train
S001655_P0000_T00|train
S001655_P0004_T00|train
S001655_P0005_T00|train
S001657_P0000_T00|train
S001657_P0004_T00|train
S001657_P0005_T00|train
S001658_P0000_T00|train
S001658_P0004_T00|train
S001658_P0005_T00|train
S001659_P0000_T00|train
S001659_P0004_T00|train
S001659_P0005_T00|train
S001660_P0000_T00|train
S001660_P0004_T00|train
S001660_P0005_T00|train
S001661_P0000_T00|train
S001661_P0004_T00|train
S001661_P0005_T00|train
S001662_P0000_T00|train
S001662_P0004_T00|train
S001662_P0005_T00|train
S001663_P0000_T00|train
S001663_P0004_T00|train
S001663_P0005_T00|train
S001664_P0000_T00|train
S001664_P0004_T00|train
S001664_P0005_T00|train
S001665_P0000_T00|train
S001665_P0004_T00|train
S001665_P0005_T00|train
S001666_P0000_T00|train
S001666_P0004_T00|train
S001666_P0005_T00|train
S001668_P0000_T00|train
S001668_P0004_T00|train
S001668_P0005_T00|train
S001669_P0000_T00|train
S001669_P0004_T00|train
S001669_P0005_T00|train
S001670_P0000_T00|train
S001670_P0004_T00|train
S001670_P0005_T00|train
S001671_P0000_T00|train
S001671_P0004_T00|train
S001671_P0005_T00|train
S001672_P0000_T00|train
S001672_P0004_T00|train
S001672_P0005_T00|train
S001673_P0000_T00|train
S001673_P0004_T00|train
S001673_P0005_T00|train
S001674_P0000_T00|train
S001674_P0004_T00|train
S001674_P0005_T00|train
S001675_P0000_T00|train
S001675_P0004_T00|train
S001675_P0005_T00|train
S001676_P0000_T00|train
S001676_P0004_T00|train
S001676_P0005_T00|train
S001677_P0000_T00|train
S001677_P0004_T00|train
S001677_P0005_T00|train
S001678_P0000_T00|train
S001678_P0004_T00|train
S001678_P0005_T00|train
S001679_P0000_T00|train
S001679_P0004_T00|train
S001679_P0005_T00|train
S001680_P0000_T00|train
S001680_P0004_T00|train
S001680_P0005_T00|train
S001681_P0000_T00|train
S001681_P0004_T00|train
S001681_P0005_T00|train
S001682_P0000_T00|train
S001682_P0004_T00|train
S001682_P0005_T00|train
S001683_P0000_T00|train
S001683_P0004_T00|train
S001683_P0005_T00|train
S001684_P0000_T00|train
S001684_P0004_T00|train
S001684_P0005_T00|train
S001686_P0000_T00|train
S001686_P0004_T00|train
S001686_P0005_T00|train
S001688_P0000_T00|train
S001688_P0004_T00|train
S001688_P0005_T00|train
S001689_P0000_T00|train
S001689_P0004_T00|train
S001689_P0005_T00|train
S001690_P0000_T00|train
S001690_P0004_T00|train
S001690_P0005_T00|train
S001691_P0000_T00|train
S001691_P0004_T00|train
S001691_P0005_T00|train
S001692_P0000_T00|train
S001692_P0004_T00|train
S001692_P0005_T00|train
S001693_P0000_T00|train
S001693_P0004_T00|train
S001693_P0005_T00|train
S001694_P0000_T00|train
S001694_P0004_T00|train
S001694_P0005_T00|train
S001695_P0000_T00|train
S001695_P0004_T00|train
S001695_P0005_T00|train
S001696_P0000_T00|train
S001696_P0004_T00|train
S001696_P0005_T00|train
S001697_P0000_T00|train
S001697_P0004_T00|train
S001697_P0005_T00|train
S001698_P0000_T00|train
S001698_P0004_T00|train
S001698_P0005_T00|train
S001699_P0000_T00|train
S001699_P0004_T00|train
S001699_P0005_T00|train
S001700_P0000_T00|train
S001700_P0004_T00|train
S001700_P0005_T00|train
S001701_P0000_T00|train
S001701_P0004_T00|train
S001701_P0005_T00|train
S001703_P0000_T00|train
S001703_P0004_T00|train
S001703_P0005_T00|train
S001704_P0000_T00|train
S001704_P0004_T00|train
S001704_P0005_T00|train
S001706_P0000_T00|train
S001706_P0004_T00|train
S001706_P0005_T00|train
S001707_P0000_T00|train
S001707_P0004_T00|train
S001707_P0005_T00|train
S001708_P0000_T00|train
S001708_P0004_T00|train
S001708_P0005_T00|train
S001709_P0000_T00|train
S001709_P0004_T00|train
S001709_P0005_T00|train
S001710_P0000_T00|train
S001710_P0004_T00|train
S001710_P0005_T00|train
S001712_P0000_T00|train
S001712_P0004_T00|train
S001712_P0005_T00|train
S001713_P0000_T00|train
S001713_P0004_T00|train
S001713_P0005_T00|train
S001714_P0000_T00|train
S001714_P0004_T00|train
S001714_P0005_T00|train
S001715_P0000_T00|train
S001715_P0004_T00|train
S001715_P0005_T00|train
S001716_P0000_T00|train
S001716_P0004_T00|train
S001716_P0005_T00|train
S001718_P0000_T00|train
S001718_P0004_T00|train
S001718_P0005_T00|train
S001719_P0000_T00|train
S001719_P0004_T00|train
S001719_P0005_T00|train
S001720_P0000_T00|train
S001720_P0004_T00|train
S001720_P0005_T00|train
S001721_P0000_T00|train
S001721_P0004_T00|train
S001721_P0005_T00|train
S001722_P0000_T00|train
S001722_P0004_T00|train
S001722_P0005_T00|train
S001723_P0000_T00|train
S001723_P0004_T00|train
S001723_P0005_T00|train
S001724_P0000_T00|train
S001724_P0004_T00|train
S001724_P0005_T00|train
S001725_P0000_T00|train
S001725_P0004_T00|train
S001725_P0005_T00|train
S001726_P0000_T00|train
S001726_P0004_T00|train
S001726_P0005_T00|train
S001727_P0000_T00|train
S001727_P0004_T00|train
S001727_P0005_T00|train
S001728_P0000_T00|train
S001728_P0004_T00|train
S001728_P0005_T00|train
S001729_P0000_T00|train
S001729_P0004_T00|train
S001729_P0005_T00|train
S001730_P0000_T00|train
S001730_P0004_T00|train
S001730_P0005_T00|train
S001731_P0000_T00|train
S001731_P0004_T00|train
S001731_P0005_T00|train
S001732_P0000_T00|train
S001732_P0004_T00|train
S001732_P0005_T00|train
S001733_P0000_T00|train
S001733_P0004_T00|train
S001733_P0005_T00|train
S001734_P0000_T00|train
S001734_P0004_T00|train
S001734_P0005_T00|train
S001736_P0000_T00|train
S001736_P0004_T00|train
S001736_P0005_T00|train
S001737_P0000_T00|train
S001737_P0004_T00|train
S001737_P0005_T00|train
S001738_P0000_T00|train
S001738_P0004_T00|train
S001738_P0005_T00|train
S001739_P0000_T00|train
S001739_P0004_T00|train
S001739_P0005_T00|train
S001740_P0000_T00|train
S001740_P0004_T00|train
S001740_P0005_T00|train
S001741_P0000_T00|train
S001741_P0004_T00|train
S001741_P0005_T00|train
S001742_P0000_T00|train
S001742_P0004_T00|train
S001742_P0005_T00|train
S001744_P0000_T00|train
S001744_P0004_T00|train
S001744_P0005_T00|train
S001745_P0000_T00|train
S001745_P0004_T00|train
S001745_P0005_T00|train
S001746_P0000_T00|train
S001746_P0004_T00|train
S001746_P0005_T00|train
S001748_P0000_T00|train
S001748_P0004_T00|train
S001748_P0005_T00|train
S001749_P0000_T00|train
S001749_P0004_T00|train
S001749_P0005_T00|train
S001750_P0000_T00|train
S001750_P0004_T00|train
S001750_P0005_T00|train
S001751_P0000_T00|train
S001751_P0004_T00|train
S001751_P0005_T00|train
S001752_P0000_T00|train
S001752_P0004_T00|train
S001752_P0005_T00|train
S001753_P0000_T00|train
S001753_P0004_T00|train
S001753_P0005_T00|train
S001755_P0000_T00|train
S001755_P0004_T00|train
S001755_P0005_T00|train
S001756_P0000_T00|train
S001756_P0004_T00|train
S001756_P0005_T00|train
S001757_P0000_T00|train
S001757_P0004_T00|train
S001757_P0005_T00|train
S001758_P0000_T00|train
S001758_P0004_T00|train
S001758_P0005_T00|train
S001760_P0000_T00|train
S001760_P0004_T00|train
S001760_P0005_T00|train
S001761_P0000_T00|train
S001761_P0004_T00|train
S001761_P0005_T00|train
S001762_P0000_T00|train
S001762_P0004_T00|train
S001762_P0005_T00|train
S001763_P0000_T00|train
S001763_P0004_T00|train
S001763_P0005_T00|train
S001764_P0000_T00|train
S001764_P0004_T00|train
S001764_P0005_T00|train
S001765_P0000_T00|train
S001765_P0004_T00|train
S001765_P0005_T00|train
S001766_P0000_T00|train
S001766_P0005_T00|train
S001767_P0000_T00|train
S001767_P0004_T00|train
S001767_P0005_T00|train
S001768_P0000_T00|train
S001768_P0004_T00|train
S001768_P0005_T00|train
S001770_P0000_T00|train
S001770_P0004_T00|train
S001770_P0005_T00|train
S001771_P0000_T00|train
S001771_P0004_T00|train
S001771_P0005_T00|train
S001772_P0000_T00|train
S001772_P0004_T00|train
S001772_P0005_T00|train
S001773_P0000_T00|train
S001773_P0004_T00|train
S001773_P0005_T00|train
S001774_P0000_T00|train
S001774_P0004_T00|train
S001774_P0005_T00|train
S001775_P0000_T00|train
S001775_P0004_T00|train
S001775_P0005_T00|train
S001776_P0000_T00|train
S001776_P0004_T00|train
S001776_P0005_T00|train
S001777_P0000_T00|train
S001777_P0004_T00|train
S001777_P0005_T00|train
S001778_P0000_T00|train
S001778_P0004_T00|train
S001778_P0005_T00|train
S001779_P0000_T00|train
S001779_P0004_T00|train
S001779_P0005_T00|train
S001780_P0000_T00|train
S001780_P0004_T00|train
S001780_P0005_T00|train
S001781_P0000_T00|train
S001781_P0004_T00|train
S001781_P0005_T00|train
S001782_P0000_T00|train
S001782_P0004_T00|train
S001782_P0005_T00|train
S001783_P0000_T00|train
S001783_P0004_T00|train
S001783_P0005_T00|train
S001784_P0000_T00|train
S001784_P0004_T00|train
S001784_P0005_T00|train
S001785_P0000_T00|train
S001785_P0004_T00|train
S001785_P0005_T00|train
S001786_P0000_T00|train
S001786_P0004_T00|train
S001786_P0005_T00|train
S001787_P0000_T00|train
S001787_P0004_T00|train
S001787_P0005_T00|train
S001789_P0000_T00|train
S001789_P0004_T00|train
S001789_P0005_T00|train
S001790_P0000_T00|train
S001790_P0004_T00|train
S001790_P0005_T00|train
S001791_P0000_T00|train
S001791_P0004_T00|train
S001791_P0005_T00|train
S001792_P0000_T00|train
S001792_P0004_T00|train
S001792_P0005_T00|train
S001793_P0000_T00|train
S001793_P0004_T00|train
S001793_P0005_T00|train
S001794_P0000_T00|train
S001794_P0004_T00|train
S001794_P0005_T00|train
S001795_P0000_T00|train
S001795_P0004_T00|train
S001795_P0005_T00|train
S001796_P0000_T00|train
S001796_P0004_T00|train
S001796_P0005_T00|train
S001797_P0000_T00|train
S001797_P0004_T00|train
S001797_P0005_T00|train
S001799_P0000_T00|train
S001799_P0004_T00|train
S001799_P0005_T00|train
S001800_P0000_T00|train
S001800_P0004_T00|train
S001800_P0005_T00|train
S001801_P0000_T00|train
S001801_P0004_T00|train
S001801_P0005_T00|train
S001802_P0000_T00|train
S001802_P0004_T00|train
S001802_P0005_T00|train
S001803_P0000_T00|train
S001803_P0004_T00|train
S001803_P0005_T00|train
S001804_P0000_T00|train
S001804_P0004_T00|train
S001804_P0005_T00|train
S001805_P0000_T00|train
S001805_P0004_T00|train
S001805_P0005_T00|train
S001806_P0000_T00|train
S001806_P0004_T00|train
S001806_P0005_T00|train
S001807_P0000_T00|train
S001807_P0004_T00|train
S001807_P0005_T00|train
S001809_P0000_T00|train
S001809_P0004_T00|train
S001809_P0005_T00|train
S001810_P0000_T00|train
S001810_P0004_T00|train
S001810_P0005_T00|train
S001811_P0000_T00|train
S001811_P0004_T00|train
S001811_P0005_T00|train
S001812_P0000_T00|train
S001812_P0004_T00|train
S001812_P0005_T00|train
S001814_P0000_T00|train
S001814_P0004_T00|train
S001814_P0005_T00|train
S001816_P0000_T00|train
S001816_P0004_T00|train
S001816_P0005_T00|train
S001817_P0000_T00|train
S001817_P0004_T00|train
S001817_P0005_T00|train
S001818_P0000_T00|train
S001818_P0004_T00|train
S001818_P0005_T00|train
S001819_P0000_T00|train
S001819_P0004_T00|train
S001819_P0005_T00|train
S001820_P0000_T00|train
S001820_P0004_T00|train
S001820_P0005_T00|train
S001821_P0000_T00|train
S001821_P0004_T00|train
S001821_P0005_T00|train
S001823_P0000_T00|train
S001823_P0004_T00|train
S001823_P0005_T00|train
S001824_P0000_T00|train
S001824_P0004_T00|train
S001824_P0005_T00|train
S001825_P0000_T00|train
S001825_P0004_T00|train
S001825_P0005_T00|train
S001826_P0000_T00|train
S001826_P0004_T00|train
S001827_P0000_T00|train
S001827_P0004_T00|train
S001828_P0000_T00|train
S001828_P0004_T00|train
S001828_P0005_T00|train
S001829_P0000_T00|train
S001829_P0004_T00|train
S001829_P0005_T00|train
S001830_P0000_T00|train
S001830_P0004_T00|train
S001830_P0005_T00|train
S001831_P0000_T00|train
S001831_P0004_T00|train
S001831_P0005_T00|train
S001832_P0000_T00|train
S001832_P0004_T00|train
S001832_P0005_T00|train
S001833_P0000_T00|train
S001833_P0004_T00|train
S001833_P0005_T00|train
S001834_P0000_T00|train
S001834_P0004_T00|train
S001834_P0005_T00|train
S001835_P0000_T00|train
S001835_P0004_T00|train
S001835_P0005_T00|train
S001836_P0000_T00|train
S001836_P0004_T00|train
S001836_P0005_T00|train
S001837_P0000_T00|train
S001837_P0004_T00|train
S001837_P0005_T00|train
S001838_P0000_T00|train
S001838_P0004_T00|train
S001838_P0005_T00|train
S001839_P0000_T00|train
S001839_P0004_T00|train
S001839_P0005_T00|train
S001840_P0000_T00|train
S001840_P0004_T00|train
S001840_P0005_T00|train
S001842_P0000_T00|train
S001842_P0004_T00|train
S001842_P0005_T00|train
S001843_P0000_T00|train
S001843_P0004_T00|train
S001843_P0005_T00|train
S001844_P0000_T00|train
S001844_P0004_T00|train
S001844_P0005_T00|train
S001845_P0000_T00|train
S001845_P0004_T00|train
S001845_P0005_T00|train
S001846_P0000_T00|train
S001846_P0004_T00|train
S001846_P0005_T00|train
S001847_P0000_T00|train
S001847_P0004_T00|train
S001847_P0005_T00|train
S001848_P0000_T00|train
S001848_P0004_T00|train
S001848_P0005_T00|train
S001849_P0000_T00|train
S001849_P0004_T00|train
S001849_P0005_T00|train
S001850_P0000_T00|train
S001850_P0004_T00|train
S001850_P0005_T00|train
S001852_P0000_T00|train
S001852_P0004_T00|train
S001852_P0005_T00|train
S001853_P0000_T00|train
S001853_P0004_T00|train
S001853_P0005_T00|train
S001854_P0000_T00|train
S001854_P0004_T00|train
S001854_P0005_T00|train
S001855_P0000_T00|train
S001855_P0004_T00|train
S001855_P0005_T00|train
S001856_P0000_T00|train
S001856_P0004_T00|train
S001856_P0005_T00|train
S001857_P0000_T00|train
S001857_P0004_T00|train
S001857_P0005_T00|train
S001858_P0000_T00|train
S001858_P0004_T00|train
S001858_P0005_T00|train
S001859_P0000_T00|train
S001859_P0004_T00|train
S001859_P0005_T00|train
S001860_P0000_T00|train
S001860_P0004_T00|train
S001860_P0005_T00|train
S001861_P0000_T00|train
S001861_P0004_T00|train
S001861_P0005_T00|train
S001862_P0000_T00|train
S001862_P0004_T00|train
S001862_P0005_T00|train
S001863_P0000_T00|train
S001863_P0004_T00|train
S001863_P0005_T00|train
S001864_P0000_T00|train
S001864_P0004_T00|train
S001864_P0005_T00|train
S001865_P0000_T00|train
S001865_P0004_T00|train
S001865_P0005_T00|train
S001866_P0000_T00|train
S001866_P0004_T00|train
S001866_P0005_T00|train
S001867_P0000_T00|train
S001867_P0004_T00|train
S001867_P0005_T00|train
S001868_P0000_T00|train
S001868_P0004_T00|train
S001868_P0005_T00|train
S001869_P0000_T00|train
S001869_P0004_T00|train
S001869_P0005_T00|train
S001870_P0000_T00|train
S001870_P0004_T00|train
S001870_P0005_T00|train
S001871_P0000_T00|train
S001871_P0004_T00|train
S001871_P0005_T00|train
S001872_P0000_T00|train
S001872_P0004_T00|train
S001872_P0005_T00|train
S001873_P0000_T00|train
S001873_P0004_T00|train
S001873_P0005_T00|train
S001875_P0000_T00|train
S001875_P0004_T00|train
S001875_P0005_T00|train
S001876_P0000_T00|train
S001876_P0004_T00|train
S001876_P0005_T00|train
S001877_P0000_T00|train
S001877_P0004_T00|train
S001877_P0005_T00|train
S001878_P0000_T00|train
S001878_P0004_T00|train
S001878_P0005_T00|train
S001879_P0000_T00|train
S001879_P0004_T00|train
S001879_P0005_T00|train
S001880_P0000_T00|train
S001880_P0004_T00|train
S001880_P0005_T00|train
S001881_P0000_T00|train
S001881_P0004_T00|train
S001881_P0005_T00|train
S001883_P0000_T00|train
S001883_P0004_T00|train
S001883_P0005_T00|train
S001884_P0000_T00|train
S001884_P0004_T00|train
S001884_P0005_T00|train
S001885_P0000_T00|train
S001885_P0004_T00|train
S001885_P0005_T00|train
S001886_P0000_T00|train
S001886_P0004_T00|train
S001886_P0005_T00|train
S001887_P0000_T00|train
S001887_P0004_T00|train
S001887_P0005_T00|train
S001888_P0000_T00|train
S001888_P0004_T00|train
S001888_P0005_T00|train
S001889_P0000_T00|train
S001889_P0004_T00|train
S001889_P0005_T00|train
S001890_P0000_T00|train
S001890_P0004_T00|train
S001890_P0005_T00|train
S001892_P0000_T00|train
S001892_P0004_T00|train
S001892_P0005_T00|train
S001893_P0000_T00|train
S001893_P0004_T00|train
S001893_P0005_T00|train
S001895_P0000_T00|train
S001895_P0004_T00|train
S001895_P0005_T00|train
S001896_P0000_T00|train
S001896_P0004_T00|train
S001896_P0005_T00|train
S001897_P0000_T00|train
S001897_P0004_T00|train
S001897_P0005_T00|train
S001898_P0000_T00|train
S001898_P0004_T00|train
S001898_P0005_T00|train
S001899_P0000_T00|train
S001899_P0004_T00|train
S001899_P0005_T00|train
S001901_P0000_T00|train
S001901_P0004_T00|train
S001901_P0005_T00|train
S001903_P0000_T00|train
S001903_P0004_T00|train
S001903_P0005_T00|train
S001904_P0000_T00|train
S001904_P0004_T00|train
S001904_P0005_T00|train
S001905_P0000_T00|train
S001905_P0004_T00|train
S001905_P0005_T00|train
S001906_P0000_T00|train
S001906_P0004_T00|train
S001906_P0005_T00|train
S001907_P0000_T00|train
S001907_P0004_T00|train
S001907_P0005_T00|train
S001908_P0000_T00|train
S001908_P0004_T00|train
S001908_P0005_T00|train
S001909_P0000_T00|train
S001909_P0004_T00|train
S001909_P0005_T00|train
S001910_P0000_T00|train
S001910_P0004_T00|train
S001910_P0005_T00|train
S001911_P0000_T00|train
S001911_P0004_T00|train
S001911_P0005_T00|train
S001912_P0000_T00|train
S001912_P0004_T00|train
S001912_P0005_T00|train
S001913_P0000_T00|train
S001913_P0004_T00|train
S001913_P0005_T00|train
S001914_P0000_T00|train
S001914_P0004_T00|train
S001914_P0005_T00|train
S001915_P0000_T00|train
S001915_P0004_T00|train
S001915_P0005_T00|train
S001916_P0000_T00|train
S001916_P0004_T00|train
S001916_P0005_T00|train
S001917_P0000_T00|train
S001917_P0004_T00|train
S001917_P0005_T00|train
S001918_P0000_T00|train
S001918_P0004_T00|train
S001918_P0005_T00|train
S001919_P0000_T00|train
S001919_P0004_T00|train
S001919_P0005_T00|train
S001920_P0000_T00|train
S001920_P0004_T00|train
S001920_P0005_T00|train
S001921_P0000_T00|train
S001921_P0004_T00|train
S001921_P0005_T00|train
S001922_P0000_T00|train
S001922_P0004_T00|train
S001922_P0005_T00|train
S001924_P0000_T00|train
S001924_P0004_T00|train
S001924_P0005_T00|train
S001925_P0000_T00|train
S001925_P0004_T00|train
S001925_P0005_T00|train
S001926_P0000_T00|train
S001926_P0004_T00|train
S001926_P0005_T00|train
S001928_P0000_T00|train
S001928_P0004_T00|train
S001928_P0005_T00|train
S001929_P0000_T00|train
S001929_P0004_T00|train
S001929_P0005_T00|train
S001930_P0000_T00|train
S001930_P0004_T00|train
S001930_P0005_T00|train
S001931_P0000_T00|train
S001931_P0004_T00|train
S001931_P0005_T00|train
S001932_P0000_T00|train
S001932_P0004_T00|train
S001932_P0005_T00|train
S001933_P0000_T00|train
S001933_P0004_T00|train
S001933_P0005_T00|train
S001934_P0000_T00|train
S001934_P0004_T00|train
S001934_P0005_T00|train
S001935_P0000_T00|train
S001935_P0004_T00|train
S001935_P0005_T00|train
S001936_P0000_T00|train
S001936_P0004_T00|train
S001936_P0005_T00|train
S001937_P0000_T00|train
S001937_P0004_T00|train
S001937_P0005_T00|train
S001938_P0000_T00|train
S001938_P0004_T00|train
S001938_P0005_T00|train
S001939_P0000_T00|train
S001939_P0004_T00|train
S001939_P0005_T00|train
S001940_P0000_T00|train
S001940_P0004_T00|train
S001940_P0005_T00|train
S001941_P0000_T00|train
S001941_P0004_T00|train
S001941_P0005_T00|train
S001942_P0000_T00|train
S001942_P0004_T00|train
S001942_P0005_T00|train
S001943_P0000_T00|train
S001943_P0004_T00|train
S001943_P0005_T00|train
S001944_P0000_T00|train
S001944_P0004_T00|train
S001944_P0005_T00|train
S001945_P0000_T00|train
S001945_P0004_T00|train
S001945_P0005_T00|train
S001946_P0000_T00|train
S001946_P0004_T00|train
S001946_P0005_T00|train
S001947_P0000_T00|train
S001947_P0004_T00|train
S001947_P0005_T00|train
S001948_P0000_T00|train
S001948_P0004_T00|train
S001948_P0005_T00|train
S001949_P0000_T00|train
S001949_P0004_T00|train
S001949_P0005_T00|train
S001950_P0000_T00|train
S001950_P0004_T00|train
S001950_P0005_T00|train
S001951_P0000_T00|train
S001951_P0004_T00|train
S001951_P0005_T00|train
S001952_P0000_T00|train
S001952_P0004_T00|train
S001952_P0005_T00|train
S001953_P0000_T00|train
S001953_P0004_T00|train
S001953_P0005_T00|train
S001955_P0000_T00|train
S001955_P0004_T00|train
S001955_P0005_T00|train
S001956_P0000_T00|train
S001956_P0004_T00|train
S001956_P0005_T00|train
S001957_P0000_T00|train
S001957_P0004_T00|train
S001957_P0005_T00|train
S001958_P0000_T00|train
S001958_P0004_T00|train
S001958_P0005_T00|train
S001959_P0000_T00|train
S001959_P0004_T00|train
S001959_P0005_T00|train
S001961_P0000_T00|train
S001961_P0005_T00|train
S001962_P0000_T00|train
S001962_P0004_T00|train
S001962_P0005_T00|train
S001963_P0000_T00|train
S001963_P0004_T00|train
S001963_P0005_T00|train
S001964_P0000_T00|train
S001964_P0004_T00|train
S001964_P0005_T00|train
S001966_P0000_T00|train
S001966_P0004_T00|train
S001966_P0005_T00|train
S001967_P0000_T00|train
S001967_P0004_T00|train
S001967_P0005_T00|train
S001968_P0000_T00|train
S001968_P0004_T00|train
S001968_P0005_T00|train
S001970_P0000_T00|train
S001970_P0004_T00|train
S001970_P0005_T00|train
S001971_P0000_T00|train
S001971_P0004_T00|train
S001971_P0005_T00|train
S001972_P0000_T00|train
S001972_P0004_T00|train
S001972_P0005_T00|train
S001973_P0000_T00|train
S001973_P0004_T00|train
S001973_P0005_T00|train
S001974_P0000_T00|train
S001974_P0004_T00|train
S001974_P0005_T00|train
S001976_P0000_T00|train
S001976_P0004_T00|train
S001976_P0005_T00|train
S001977_P0000_T00|train
S001977_P0004_T00|train
S001977_P0005_T00|train
S001979_P0000_T00|train
S001979_P0004_T00|train
S001979_P0005_T00|train
S001980_P0000_T00|train
S001980_P0004_T00|train
S001980_P0005_T00|train
S001982_P0000_T00|train
S001982_P0004_T00|train
S001983_P0000_T00|train
S001983_P0004_T00|train
S001983_P0005_T00|train
S001984_P0000_T00|train
S001984_P0004_T00|train
S001985_P0000_T00|train
S001985_P0004_T00|train
S001985_P0005_T00|train
S001986_P0000_T00|train
S001986_P0004_T00|train
S001986_P0005_T00|train
S001987_P0000_T00|train
S001987_P0004_T00|train
S001987_P0005_T00|train
S001988_P0000_T00|train
S001988_P0004_T00|train
S001988_P0005_T00|train
S001989_P0000_T00|train
S001989_P0004_T00|train
S001989_P0005_T00|train
S001990_P0000_T00|train
S001990_P0004_T00|train
S001990_P0005_T00|train
S001991_P0000_T00|train
S001991_P0004_T00|train
S001991_P0005_T00|train
S001992_P0000_T00|train
S001992_P0004_T00|train
S001992_P0005_T00|train
S001993_P0000_T00|train
S001993_P0004_T00|train
S001993_P0005_T00|train
S001994_P0000_T00|train
S001994_P0004_T00|train
S001994_P0005_T00|train
S001995_P0000_T00|train
S001995_P0004_T00|train
S001995_P0005_T00|train
S001997_P0000_T00|train
S001997_P0004_T00|train
S001997_P0005_T00|train
S001998_P0000_T00|train
S001998_P0004_T00|train
S001998_P0005_T00|train
S001999_P0000_T00|train
S001999_P0004_T00|train
S001999_P0005_T00|train
S002000_P0000_T00|train
S002000_P0005_T00|train
S002000_P0007_T00|train
S002002_P0000_T00|train
S002002_P0005_T00|train
S002002_P0007_T00|train
S002003_P0000_T00|train
S002003_P0005_T00|train
S002003_P0007_T00|train
S002005_P0000_T00|train
S002005_P0005_T00|train
S002005_P0007_T00|train
S002006_P0000_T00|train
S002006_P0005_T00|train
S002006_P0007_T00|train
S002008_P0000_T00|train
S002008_P0005_T00|train
S002008_P0007_T00|train
S002010_P0000_T00|train
S002010_P0005_T00|train
S002010_P0007_T00|train
S002011_P0000_T00|train
S002011_P0005_T00|train
S002011_P0007_T00|train
S002012_P0000_T00|train
S002012_P0005_T00|train
S002012_P0007_T00|train
S002013_P0000_T00|train
S002013_P0005_T00|train
S002013_P0007_T00|train
S002014_P0000_T00|train
S002014_P0005_T00|train
S002014_P0007_T00|train
S002015_P0000_T00|train
S002015_P0005_T00|train
S002015_P0007_T00|train
S002016_P0000_T00|train
S002016_P0005_T00|train
S002016_P0007_T00|train
S002017_P0000_T00|train
S002017_P0005_T00|train
S002017_P0007_T00|train
S002019_P0000_T00|train
S002019_P0005_T00|train
S002019_P0007_T00|train
S002020_P0000_T00|train
S002020_P0005_T00|train
S002020_P0007_T00|train
S002021_P0000_T00|train
S002021_P0005_T00|train
S002021_P0007_T00|train
S002022_P0000_T00|train
S002022_P0005_T00|train
S002022_P0007_T00|train
S002023_P0000_T00|train
S002023_P0005_T00|train
S002023_P0007_T00|train
S002024_P0000_T00|train
S002024_P0005_T00|train
S002024_P0007_T00|train
S002027_P0000_T00|train
S002027_P0005_T00|train
S002027_P0007_T00|train
S002028_P0000_T00|train
S002028_P0005_T00|train
S002028_P0007_T00|train
S002029_P0000_T00|train
S002029_P0005_T00|train
S002029_P0007_T00|train
S002030_P0000_T00|train
S002030_P0005_T00|train
S002030_P0007_T00|train
S002031_P0000_T00|train
S002031_P0005_T00|train
S002031_P0007_T00|train
S002032_P0000_T00|train
S002032_P0005_T00|train
S002032_P0007_T00|train
S002033_P0000_T00|train
S002033_P0005_T00|train
S002033_P0007_T00|train
S002034_P0000_T00|train
S002034_P0005_T00|train
S002034_P0007_T00|train
S002035_P0000_T00|train
S002035_P0005_T00|train
S002036_P0000_T00|train
S002036_P0005_T00|train
S002036_P0007_T00|train
S002037_P0000_T00|train
S002037_P0005_T00|train
S002037_P0007_T00|train
S002038_P0000_T00|train
S002038_P0005_T00|train
S002038_P0007_T00|train
S002039_P0000_T00|train
S002039_P0005_T00|train
S002039_P0007_T00|train
S002040_P0000_T00|train
S002040_P0005_T00|train
S002040_P0007_T00|train
S002041_P0000_T00|train
S002041_P0005_T00|train
S002041_P0007_T00|train
S002042_P0000_T00|train
S002042_P0005_T00|train
S002042_P0007_T00|train
S002044_P0000_T00|train
S002044_P0005_T00|train
S002044_P0007_T00|train
S002045_P0000_T00|train
S002045_P0005_T00|train
S002045_P0007_T00|train
S002046_P0000_T00|train
S002046_P0005_T00|train
S002046_P0007_T00|train
S002047_P0000_T00|train
